tool\user,en,de,hi,zh,es,fr
en,0.9800,0.9433,0.8723,0.9133,0.9433,0.9733
de,0.9396,0.9500,0.9091,0.9400,0.9867,0.9367
hi,0.6344,0.6685,0.5933,0.6793,0.7452,0.6660
zh,0.9536,0.9682,0.9656,0.9162,1.0083,0.9660
es,0.9495,0.9700,0.9300,0.9427,0.9700,0.9698
fr,0.9767,0.9400,0.9167,0.9567,0.9800,0.9300
