tool\user,en,de,hi,zh,es,fr
en,0.9800,0.9433,0.8700,0.9133,0.9433,0.9733
de,0.9367,0.9500,0.9067,0.9400,0.9833,0.9333
hi,0.6133,0.6200,0.5633,0.6300,0.6300,0.6100
zh,0.9267,0.9300,0.9300,0.8933,0.9733,0.9467
es,0.9433,0.9700,0.9300,0.9367,0.9667,0.9667
fr,0.9767,0.9400,0.9167,0.9567,0.9800,0.9300
