user\sys,en,de,hi,zh,es,fr
en,0.1333,0.2600,0.1067,0.2000,0.1300,0.0933
de,0.1833,0.2567,0.1167,0.2200,0.1500,0.1167
hi,0.1533,0.2267,0.1000,0.1533,0.1533,0.1133
zh,0.1067,0.2333,0.0867,0.1633,0.1067,0.1000
es,0.2200,0.3267,0.1433,0.2400,0.1933,0.1533
fr,0.2033,0.2767,0.1300,0.2233,0.1867,0.1633
