user\sys,en,de,hi,zh,es,fr
en,0.9575,0.9367,0.9256,0.9314,0.9589,0.9651
de,0.9470,0.9250,0.9263,0.9984,0.9717,0.9331
hi,0.9445,0.9765,0.9442,0.9431,0.9372,0.9463
zh,0.9141,0.9484,0.9028,0.9598,0.9341,0.9458
es,0.9281,0.9503,0.9340,0.9348,0.9643,0.9352
fr,0.9315,0.9341,0.9103,0.9531,0.9414,0.9468
