tool\user,en,de,hi,zh,es,fr
en,0.6160,0.6042,0.4652,0.5496,0.5978,0.6079
de,0.6014,0.6142,0.4651,0.5632,0.5884,0.6289
hi,0.6074,0.5947,0.4742,0.5714,0.5964,0.5912
zh,0.5939,0.6003,0.4527,0.5575,0.5727,0.6316
es,0.6402,0.6116,0.4783,0.5420,0.6037,0.6081
fr,0.6279,0.5877,0.4868,0.5700,0.5848,0.6041
