tool\user,en,de,hi,zh,es,fr
en,0.9525,0.9351,0.9438,0.9395,0.9265,0.9482
de,0.9438,0.9265,0.9352,0.9308,0.9265,0.9308
hi,0.9334,0.9308,0.9481,0.9265,0.9395,0.9525
zh,0.9222,0.9376,0.9395,0.9308,0.9420,0.9482
es,0.9481,0.9265,0.9482,0.9135,0.9265,0.9265
fr,0.9351,0.9246,0.9525,0.9308,0.9333,0.9438
