tool\user,en,de,hi,zh,es,fr
en,0.8684,0.9049,0.8962,0.8833,0.9030,0.9420
de,0.9048,0.9179,0.9308,0.9135,0.9308,0.9265
hi,0.9012,0.9049,0.9074,0.9395,0.9482,0.9438
zh,0.9074,0.9334,0.9395,0.8919,0.9135,0.9247
es,0.9179,0.9161,0.9395,0.9265,0.8962,0.9265
fr,0.9222,0.9265,0.9438,0.9222,0.9395,0.9222
