tool\sys,en,de,hi,zh,es,fr
en,0.8816,0.0000,0.0000,0.0000,0.0000,0.0000
de,0.0000,0.5774,0.0000,0.0000,0.0000,0.0000
hi,0.0000,0.0000,0.5738,0.0000,0.0000,0.0000
zh,0.0000,0.0000,0.0000,0.6612,0.0000,0.0000
es,0.0000,0.0000,0.0000,0.0000,0.7049,0.0000
fr,0.0000,0.0000,0.0000,0.0000,0.0000,0.5228
