tool\sys,en,de,hi,zh,es,fr
en,0.8046,0.7483,0.5641,0.7390,0.7959,0.7694
de,0.8669,0.8202,0.6893,0.7969,0.8301,0.8092
hi,0.8984,0.8501,0.7226,0.8571,0.9070,0.8767
zh,0.8245,0.7798,0.6262,0.7725,0.7951,0.8135
es,0.8435,0.7326,0.5873,0.7411,0.7934,0.7519
fr,0.8438,0.7802,0.6409,0.7586,0.8072,0.8291
