tool\sys,en,de,hi,zh,es,fr
en,0.7515,0.6864,0.5150,0.6757,0.7246,0.7018
de,0.7838,0.7382,0.6351,0.7119,0.7512,0.7519
hi,0.8335,0.7582,0.6576,0.7747,0.7959,0.8093
zh,0.7515,0.7040,0.5494,0.6847,0.7160,0.7490
es,0.7627,0.6633,0.5193,0.6650,0.7310,0.6956
fr,0.7814,0.7242,0.5716,0.6848,0.7396,0.7481
