tool\sys,en,de,hi,zh,es,fr
en,0.4544,0.4834,0.4780,0.5469,0.4612,0.4864
de,0.6151,0.6218,0.6589,0.6782,0.6275,0.6246
hi,0.7159,0.7415,0.5548,0.7458,0.7282,0.7543
zh,0.4701,0.4805,0.5054,0.4689,0.4711,0.4869
es,0.4727,0.5097,0.5116,0.5901,0.3968,0.4945
fr,0.5893,0.5350,0.5834,0.6225,0.5183,0.5452
