tool\sys,en,de,hi,zh,es,fr
en,0.3524,0.3710,0.3221,0.4355,0.3422,0.3873
de,0.4786,0.4877,0.4274,0.5169,0.4664,0.4881
hi,0.5575,0.5781,0.3953,0.5826,0.5444,0.5702
zh,0.3586,0.3686,0.3445,0.3621,0.3451,0.3639
es,0.3627,0.3970,0.3469,0.4486,0.2997,0.3858
fr,0.4503,0.4249,0.3965,0.4914,0.3701,0.4134
