tool\sys,en,de,hi,zh,es,fr
en,0.7719,0.7666,0.6748,0.7950,0.7414,0.7905
de,0.7789,0.7873,0.6522,0.7604,0.7395,0.7806
hi,0.7777,0.7818,0.7106,0.7806,0.7489,0.7554
zh,0.7611,0.7674,0.6842,0.7683,0.7315,0.7440
es,0.7669,0.7810,0.6806,0.7604,0.7542,0.7806
fr,0.7686,0.7938,0.6868,0.7909,0.7205,0.7584
