user\sys,en,de,hi,zh,es,fr
en,0.0050,0.0152,0.0000,0.0050,0.0250,0.0150
de,0.0102,0.0051,0.0050,0.0152,0.0153,0.0308
hi,0.0204,0.0712,0.0106,0.0403,0.0509,0.0459
zh,0.0052,0.0209,0.0155,0.0052,0.0155,0.0158
es,0.0050,0.0309,0.0106,0.0050,0.0101,0.0152
fr,0.0000,0.0051,0.0052,0.0050,0.0152,0.0101
