user\sys,en,de,hi,zh,es,fr
en,0.1850,0.2000,0.0300,0.0450,0.1050,0.1050
de,0.5400,0.3050,0.0650,0.1658,0.1100,0.1700
hi,0.4456,0.2850,0.0850,0.1205,0.1250,0.1850
zh,0.5011,0.3250,0.1050,0.1552,0.1706,0.2566
es,0.3850,0.1500,0.0500,0.1155,0.1050,0.0550
fr,0.5521,0.1550,0.0600,0.1400,0.0600,0.1400
