user\sys,en,de,hi,zh,es,fr
en,0.9699,0.0000,0.0000,0.0000,0.0000,0.0000
de,0.0000,0.9454,0.0000,0.0000,0.0000,0.0000
hi,0.0000,0.0000,0.9754,0.0000,0.0000,0.0000
zh,0.0000,0.0000,0.0000,0.8935,0.0000,0.0000
es,0.0000,0.0000,0.0000,0.0000,0.9808,0.0000
fr,0.0000,0.0000,0.0000,0.0000,0.0000,0.9563
