user\sys,en,de,hi,zh,es,fr
en,0.1656,0.1177,0.1383,0.1482,0.1225,0.1262
de,0.2818,0.1986,0.1953,0.2699,0.2168,0.2247
hi,0.3305,0.2616,0.1661,0.2809,0.2857,0.2637
zh,0.1890,0.1785,0.1521,0.1498,0.1960,0.1924
es,0.2241,0.1922,0.1752,0.2183,0.1528,0.1734
fr,0.2753,0.2429,0.1954,0.2750,0.2244,0.2053
