tool\user,en,de,hi,zh,es,fr
en,0.1077,0.0000,0.0000,0.0000,0.0000,0.0000
de,0.0000,0.1760,0.0000,0.0000,0.0000,0.0000
hi,0.0000,0.0000,0.1665,0.0000,0.0000,0.0000
zh,0.0000,0.0000,0.0000,0.2163,0.0000,0.0000
es,0.0000,0.0000,0.0000,0.0000,0.1487,0.0000
fr,0.0000,0.0000,0.0000,0.0000,0.0000,0.1069
