tool\user,en,de,hi,zh,es,fr
en,0.0667,0.0733,0.0300,0.1667,0.1067,0.0600
de,0.0600,0.0933,0.0433,0.2000,0.1200,0.0633
hi,0.0667,0.0967,0.0667,0.2433,0.1133,0.0733
zh,0.0533,0.0733,0.0367,0.1533,0.0667,0.0633
es,0.0900,0.0900,0.0533,0.2033,0.1067,0.0567
fr,0.0467,0.1067,0.0133,0.1733,0.1133,0.0633
