tool\sys,en,de,hi,zh,es,fr
en,0.3945,0.0000,0.0000,0.0000,0.0000,0.0000
de,0.0000,0.3967,0.0000,0.0000,0.0000,0.0000
hi,0.0000,0.0000,0.5229,0.0000,0.0000,0.0000
zh,0.0000,0.0000,0.0000,0.4952,0.0000,0.0000
es,0.0000,0.0000,0.0000,0.0000,0.5219,0.0000
fr,0.0000,0.0000,0.0000,0.0000,0.0000,0.4800
