tool\user,en,de,hi,zh,es,fr
en,0.8165,0.8209,0.7147,0.8191,0.7956,0.8512
de,0.8320,0.8443,0.7295,0.8060,0.8104,0.8511
hi,0.8338,0.8097,0.7475,0.8165,0.8381,0.8296
zh,0.8234,0.8468,0.7154,0.8024,0.8017,0.8381
es,0.8573,0.8443,0.7191,0.8191,0.8060,0.8381
fr,0.8165,0.8314,0.7382,0.8147,0.8147,0.8511
