user\sys,en,de,hi,zh,es,fr
en,0.1704,0.2557,0.1735,0.2452,0.1206,0.0685
de,0.1394,0.2243,0.1860,0.2506,0.0990,0.0487
hi,0.1967,0.2278,0.1380,0.2058,0.1137,0.0850
zh,0.1353,0.1822,0.1135,0.1624,0.1021,0.0683
es,0.2077,0.3015,0.2260,0.2705,0.1613,0.1173
fr,0.1784,0.2453,0.1750,0.2322,0.1288,0.0533
