user\sys,en,de,hi,zh,es,fr
en,0.9308,0.0000,0.0000,0.0000,0.0000,0.0000
de,0.0000,0.9508,0.0000,0.0000,0.0000,0.0000
hi,0.0000,0.0000,0.8015,0.0000,0.0000,0.0000
zh,0.0000,0.0000,0.0000,0.8998,0.0000,0.0000
es,0.0000,0.0000,0.0000,0.0000,0.9035,0.0000
fr,0.0000,0.0000,0.0000,0.0000,0.0000,0.8197
