user\sys,en,de,hi,zh,es,fr
en,0.1600,0.2433,0.1367,0.2233,0.1100,0.0567
de,0.1300,0.2133,0.1467,0.2267,0.0900,0.0400
hi,0.1833,0.2167,0.1067,0.1867,0.1033,0.0700
zh,0.1267,0.1733,0.0867,0.1467,0.0933,0.0567
es,0.1933,0.2867,0.1767,0.2467,0.1467,0.0967
fr,0.1667,0.2333,0.1367,0.2100,0.1167,0.0433
