user\sys,en,de,hi,zh,es,fr
en,0.9727,0.0000,0.0000,0.0000,0.0000,0.0000
de,0.0000,0.9071,0.0000,0.0000,0.0000,0.0000
hi,0.0000,0.0000,0.9781,0.0000,0.0000,0.0000
zh,0.0000,0.0000,0.0000,0.8142,0.0000,0.0000
es,0.0000,0.0000,0.0000,0.0000,0.9672,0.0000
fr,0.0000,0.0000,0.0000,0.0000,0.0000,0.9454
