tool\sys,en,de,hi,zh,es,fr
en,0.8481,0.8750,0.8284,0.8731,0.8895,0.8563
de,0.8835,0.8634,0.8271,0.8796,0.8835,0.8876
hi,0.9337,0.9207,0.9395,0.9208,0.9207,0.9077
zh,0.9164,0.9164,0.9123,0.8991,0.9195,0.8962
es,0.8722,0.8911,0.8634,0.8649,0.8907,0.8800
fr,0.8493,0.8757,0.8458,0.8950,0.8981,0.8722
