tool\sys,en,de,hi,zh,es,fr
en,0.9239,0.9236,0.9265,0.9337,0.9135,0.9005
de,0.9294,0.9395,0.9510,0.9296,0.9409,0.9150
hi,0.9144,0.9362,0.9193,0.9366,0.9424,0.9216
zh,0.9065,0.9424,0.9454,0.9181,0.9250,0.9222
es,0.9121,0.9325,0.9178,0.9366,0.9294,0.9164
fr,0.9207,0.9193,0.9347,0.9409,0.9239,0.9092
