tool\sys,en,de,hi,zh,es,fr
en,0.9156,0.9493,0.8919,0.9334,0.9729,0.9490
de,0.9512,0.9174,0.8681,0.9438,0.9402,0.9695
hi,1.0220,0.9838,1.0229,0.9827,0.9769,0.9853
zh,1.0107,0.9727,0.9644,0.9790,0.9940,0.9717
es,0.9553,0.9546,0.9391,0.9218,0.9576,0.9593
fr,0.9208,0.9501,0.9036,0.9498,0.9720,0.9589
