tool\sys,en,de,hi,zh,es,fr
en,0.0000,0.0050,0.0209,0.0151,0.0252,0.0050
de,0.0101,0.0153,0.0311,0.0204,0.0559,0.0356
hi,0.0214,0.0707,0.0258,0.0872,0.1213,0.0979
zh,0.0000,0.0152,0.0000,0.0000,0.0101,0.0104
es,0.0052,0.0050,0.0052,0.0101,0.0101,0.0257
fr,0.0000,0.0155,0.0158,0.0051,0.0306,0.0152
