tool\sys,en,de,hi,zh,es,fr
en,0.9950,1.0000,0.9700,0.9950,0.9950,1.0000
de,0.9900,0.9850,0.9800,0.9850,0.9850,0.9900
hi,0.9400,0.9450,0.9550,0.9800,0.9400,0.8650
zh,0.9850,0.9800,0.9750,0.9800,0.9850,0.9800
es,0.9850,0.9800,0.9800,0.9850,0.9850,0.9650
fr,0.9900,0.9850,0.9750,0.9900,0.9850,0.9900
