tool\sys,en,de,hi,zh,es,fr
en,0.0000,0.0050,0.0200,0.0150,0.0250,0.0050
de,0.0100,0.0150,0.0300,0.0200,0.0550,0.0350
hi,0.0200,0.0650,0.0250,0.0850,0.1100,0.0750
zh,0.0000,0.0150,0.0000,0.0000,0.0100,0.0100
es,0.0050,0.0050,0.0050,0.0100,0.0100,0.0250
fr,0.0000,0.0150,0.0150,0.0050,0.0300,0.0150
