tool\sys,en,de,hi,zh,es,fr
en,0.5369,0.0000,0.0000,0.0000,0.0000,0.0000
de,0.0000,0.3102,0.0000,0.0000,0.0000,0.0000
hi,0.0000,0.0000,0.4111,0.0000,0.0000,0.0000
zh,0.0000,0.0000,0.0000,0.3343,0.0000,0.0000
es,0.0000,0.0000,0.0000,0.0000,0.1845,0.0000
fr,0.0000,0.0000,0.0000,0.0000,0.0000,0.2430
