tool\sys,en,de,hi,zh,es,fr
en,0.9126,0.0000,0.0000,0.0000,0.0000,0.0000
de,0.0000,0.6448,0.0000,0.0000,0.0000,0.0000
hi,0.0000,0.0000,0.7541,0.0000,0.0000,0.0000
zh,0.0000,0.0000,0.0000,0.5683,0.0000,0.0000
es,0.0000,0.0000,0.0000,0.0000,0.6503,0.0000
fr,0.0000,0.0000,0.0000,0.0000,0.0000,0.6995
