tool\user,en,de,hi,zh,es,fr
en,0.3090,0.4084,0.3552,0.4347,0.3744,0.3853
de,0.5329,0.3958,0.4430,0.5807,0.5058,0.5317
hi,0.5913,0.6344,0.3373,0.6009,0.6029,0.6358
zh,0.4253,0.4139,0.3470,0.3284,0.3751,0.4142
es,0.4840,0.4763,0.3958,0.5432,0.2947,0.4881
fr,0.4878,0.5034,0.4488,0.5417,0.4243,0.3575
