tool\sys,en,de,hi,zh,es,fr
en,0.0233,0.0267,0.0167,0.0333,0.0400,0.0467
de,0.0867,0.0433,0.0400,0.0800,0.0700,0.0533
hi,0.1667,0.1933,0.0467,0.1133,0.1867,0.1800
zh,0.0267,0.0400,0.0233,0.0167,0.0467,0.0400
es,0.0367,0.0633,0.0500,0.0600,0.0233,0.0400
fr,0.0200,0.0433,0.0267,0.0367,0.0133,0.0067
