tool\sys,en,de,hi,zh,es,fr
en,0.9933,1.0000,0.9967,0.9967,0.9933,0.9967
de,0.9867,0.9900,0.9800,0.9833,0.9867,0.9867
hi,0.9667,0.9767,0.9700,0.9767,0.9700,0.9700
zh,0.9767,0.9867,0.9600,0.9733,0.9800,0.9867
es,0.9900,0.9967,0.9933,0.9967,0.9867,0.9933
fr,0.9967,0.9967,1.0000,1.0000,0.9933,0.9933
