tool\sys,en,de,hi,zh,es,fr
en,0.0237,0.0267,0.0168,0.0335,0.0403,0.0470
de,0.0877,0.0438,0.0410,0.0811,0.0709,0.0541
hi,0.1703,0.1967,0.0484,0.1158,0.1935,0.1846
zh,0.0278,0.0405,0.0245,0.0172,0.0477,0.0407
es,0.0370,0.0636,0.0504,0.0602,0.0236,0.0403
fr,0.0201,0.0437,0.0267,0.0367,0.0134,0.0067
