tool\sys,en,de,hi,zh,es,fr
en,0.4392,0.4816,0.4754,0.5416,0.4537,0.4809
de,0.6080,0.6229,0.6640,0.6693,0.6212,0.6144
hi,0.7090,0.7303,0.5420,0.7430,0.7158,0.7384
zh,0.4490,0.4784,0.5040,0.4581,0.4577,0.4773
es,0.4648,0.4959,0.5044,0.5790,0.3875,0.4855
fr,0.5801,0.5250,0.5793,0.6136,0.5028,0.5284
