tool\sys,en,de,hi,zh,es,fr
en,0.7526,0.7285,0.6324,0.7635,0.7077,0.7552
de,0.7546,0.7564,0.6221,0.7367,0.7094,0.7526
hi,0.7505,0.7538,0.6843,0.7549,0.7289,0.7319
zh,0.7464,0.7480,0.6581,0.7489,0.7153,0.7240
es,0.7490,0.7522,0.6520,0.7382,0.7250,0.7561
fr,0.7515,0.7666,0.6518,0.7623,0.6947,0.7277
