tool\user,en,de,hi,zh,es,fr
en,0.9967,1.0000,0.9967,0.9933,0.9967,0.9967
de,0.9900,0.9900,0.9867,0.9833,0.9933,0.9867
hi,0.9933,0.9933,0.9900,0.9867,0.9933,0.9767
zh,0.9767,0.9867,0.9833,0.9900,0.9867,0.9867
es,1.0000,1.0000,0.9967,1.0000,0.9967,0.9933
fr,1.0000,0.9967,1.0000,1.0000,1.0000,1.0000
