tool\user,en,de,hi,zh,es,fr
en,0.0034,0.0167,0.0100,0.0068,0.0135,0.0067
de,0.0434,0.0100,0.0506,0.0541,0.0267,0.0404
hi,0.1580,0.1848,0.0572,0.1456,0.1486,0.1898
zh,0.0069,0.0067,0.0034,0.0135,0.0034,0.0034
es,0.0067,0.0333,0.0401,0.0367,0.0000,0.0136
fr,0.0000,0.0267,0.0167,0.0300,0.0033,0.0000
