tool\user,en,de,hi,zh,es,fr
en,0.9308,0.9354,0.9453,0.9539,0.9452,0.9325
de,0.9568,0.9440,0.9568,0.9366,0.9481,0.9337
hi,0.9337,0.9481,0.9423,0.9366,0.9539,0.9337
zh,0.9395,0.9596,0.9337,0.9354,0.9481,0.9267
es,0.9424,0.9453,0.9395,0.9596,0.9279,0.9337
fr,0.9395,0.9510,0.9597,0.9366,0.9354,0.9135
