tool\sys,en,de,hi,zh,es,fr
en,0.2993,0.2102,0.1012,0.1975,0.2616,0.1954
de,0.4499,0.1280,0.2731,0.2682,0.4585,0.1693
hi,0.2180,0.2597,0.0861,0.2474,0.2226,0.1760
zh,0.2046,0.0917,0.0251,0.0145,0.1252,0.1548
es,0.3120,0.3936,0.1193,0.1848,0.1411,0.2261
fr,0.4149,0.3329,0.1770,0.2963,0.2942,0.0697
