tool\sys,en,de,hi,zh,es,fr
en,0.9000,0.8400,0.6167,0.8367,0.8367,0.7767
de,0.7900,0.5567,0.6467,0.7900,0.7233,0.5567
hi,0.5533,0.5667,0.4833,0.6400,0.6267,0.4900
zh,0.7067,0.6133,0.6133,0.5667,0.6733,0.6233
es,0.7833,0.6533,0.6500,0.7433,0.6633,0.5767
fr,0.8300,0.6800,0.6600,0.7933,0.7333,0.5533
