tool\sys,en,de,hi,zh,es,fr
en,0.3690,0.3052,0.2327,0.3630,0.3109,0.2816
de,0.3453,0.3679,0.2786,0.3544,0.3591,0.3074
hi,0.3399,0.3632,0.2782,0.3431,0.3074,0.2902
zh,0.3079,0.2891,0.2471,0.3107,0.2827,0.2753
es,0.3876,0.3867,0.2976,0.3572,0.3636,0.3291
fr,0.4452,0.3994,0.3536,0.4122,0.3852,0.3497
