tool\sys,en,de,hi,zh,es,fr
en,0.5144,0.4619,0.3725,0.4738,0.4254,0.4393
de,0.4461,0.4927,0.3891,0.4605,0.3928,0.3659
hi,0.4331,0.3924,0.3516,0.3871,0.3880,0.3730
zh,0.4328,0.4063,0.4182,0.4245,0.4151,0.4106
es,0.4550,0.4746,0.3890,0.4521,0.4662,0.4305
fr,0.4978,0.4497,0.4301,0.4656,0.4511,0.4882
