tool\sys,en,de,hi,zh,es,fr
en,0.7166,0.6671,0.6375,0.7638,0.7157,0.6201
de,0.7677,0.7502,0.7239,0.7881,0.9373,0.8268
hi,0.7921,0.9576,0.8189,0.9067,0.7880,0.7585
zh,0.7317,0.7495,0.5949,0.7530,0.6929,0.6752
es,0.8722,0.8265,0.7695,0.8014,0.7804,0.7848
fr,0.9046,0.9179,0.8171,0.8999,0.8685,0.7058
