user\sys,en,de,hi,zh,es,fr
en,0.1560,0.1115,0.1258,0.1406,0.1157,0.1180
de,0.2742,0.1914,0.1842,0.2570,0.2063,0.2132
hi,0.3188,0.2504,0.1575,0.2665,0.2714,0.2500
zh,0.1788,0.1666,0.1396,0.1387,0.1863,0.1835
es,0.2138,0.1857,0.1627,0.2060,0.1419,0.1576
fr,0.2549,0.2275,0.1761,0.2598,0.2121,0.1876
