tool\sys,en,de,hi,zh,es,fr
en,0.9106,0.9093,0.8577,0.8178,0.9060,0.8757
de,0.9263,0.8929,0.8546,0.8245,0.8790,0.8895
hi,0.8913,0.7883,0.6661,0.6770,0.7430,0.7680
zh,0.9214,0.8995,0.7816,0.8044,0.8895,0.8688
es,0.9405,0.8891,0.8477,0.8547,0.9028,0.9026
fr,0.9398,0.9197,0.8513,0.8346,0.8652,0.9265
