tool\user,en,de,hi,zh,es,fr
en,0.0050,0.0000,0.0256,0.0300,0.0150,0.0150
de,0.0455,0.0508,0.0509,0.0508,0.1018,0.0660
hi,0.0928,0.1038,0.0566,0.0927,0.1368,0.1320
zh,0.0101,0.0152,0.0000,0.0152,0.0203,0.0102
es,0.0354,0.0256,0.0308,0.0401,0.0356,0.0508
fr,0.0453,0.0553,0.0102,0.0407,0.0653,0.0501
