tool\user,en,de,hi,zh,es,fr
en,0.0050,0.0000,0.0250,0.0300,0.0150,0.0150
de,0.0450,0.0500,0.0500,0.0500,0.1000,0.0650
hi,0.0900,0.1000,0.0550,0.0900,0.1300,0.1250
zh,0.0100,0.0150,0.0000,0.0150,0.0200,0.0100
es,0.0350,0.0250,0.0300,0.0400,0.0350,0.0500
fr,0.0450,0.0550,0.0100,0.0400,0.0650,0.0500
