tool\user,en,de,hi,zh,es,fr
en,0.9945,0.0000,0.0000,0.0000,0.0000,0.0000
de,0.0000,0.9454,0.0000,0.0000,0.0000,0.0000
hi,0.0000,0.0000,0.8470,0.0000,0.0000,0.0000
zh,0.0000,0.0000,0.0000,0.6612,0.0000,0.0000
es,0.0000,0.0000,0.0000,0.0000,0.9836,0.0000
fr,0.0000,0.0000,0.0000,0.0000,0.0000,0.9454
