tool\user,en,de,hi,zh,es,fr
en,0.6134,0.0000,0.0000,0.0000,0.0000,0.0000
de,0.0000,0.6452,0.0000,0.0000,0.0000,0.0000
hi,0.0000,0.0000,0.6257,0.0000,0.0000,0.0000
zh,0.0000,0.0000,0.0000,0.4235,0.0000,0.0000
es,0.0000,0.0000,0.0000,0.0000,0.5592,0.0000
fr,0.0000,0.0000,0.0000,0.0000,0.0000,0.6029
