tool\user,en,de,hi,zh,es,fr
en,0.9174,0.9740,0.9419,0.9435,0.9719,0.9935
de,0.9650,0.9956,0.9930,0.9834,1.0043,0.9951
hi,0.9698,0.9688,0.9591,1.0248,1.0142,0.9930
zh,0.9905,0.9980,1.0046,0.9652,0.9738,0.9727
es,0.9732,0.9859,0.9898,1.0127,0.9736,0.9981
fr,0.9837,0.9970,0.9983,0.9964,1.0215,0.9885
