user\sys,en,de,hi,zh,es,fr
en,0.9700,0.9767,0.9100,0.9767,0.8600,0.9467
de,0.9733,0.7967,0.7700,0.9467,0.7700,0.8833
hi,0.8467,0.4767,0.4100,0.6267,0.2673,0.4967
zh,0.9533,0.8500,0.8600,0.8700,0.6833,0.8433
es,0.9333,0.8067,0.6754,0.9100,0.6800,0.7833
fr,0.8800,0.8100,0.6930,0.8567,0.5733,0.8000
