tool\user,en,de,hi,zh,es,fr
en,1.0000,1.0000,1.0000,1.0034,0.9933,0.9933
de,1.0000,0.9900,0.9967,0.9967,0.9900,0.9933
hi,1.0000,1.0000,0.9967,0.9600,0.9933,0.9800
zh,1.0000,0.9967,1.0000,1.0034,0.9933,1.0000
es,1.0000,1.0000,1.0000,1.0000,0.9400,0.9967
fr,0.9967,1.0000,1.0000,1.0000,0.9767,0.9867
