tool\user,en,de,hi,zh,es,fr
en,0.9100,0.9708,0.9103,0.9434,0.9551,0.9777
de,0.9210,0.9844,0.9134,0.9368,0.9382,0.9607
hi,0.8603,0.9641,0.7417,0.9267,0.9280,0.9267
zh,0.9212,0.9743,0.8270,0.9266,0.9415,0.9472
es,0.9312,0.9337,0.8861,0.9501,0.9450,0.9541
fr,0.9022,0.9743,0.9066,0.9702,0.9517,0.9812
