tool\user,en,de,hi,zh,es,fr
en,0.8431,0.0000,0.0000,0.0000,0.0000,0.0000
de,0.0000,0.9610,0.0000,0.0000,0.0000,0.0000
hi,0.0000,0.0000,0.7218,0.0000,0.0000,0.0000
zh,0.0000,0.0000,0.0000,0.9354,0.0000,0.0000
es,0.0000,0.0000,0.0000,0.0000,0.9352,0.0000
fr,0.0000,0.0000,0.0000,0.0000,0.0000,0.9455
