tool\sys,en,de,hi,zh,es,fr
en,0.2800,0.1700,0.1359,0.3100,0.0950,0.0800
de,0.3050,0.3450,0.1250,0.3600,0.1850,0.1450
hi,0.5478,0.2187,0.5350,0.4616,0.2347,0.2308
zh,0.3500,0.1850,0.1600,0.5350,0.1850,0.1400
es,0.5193,0.4481,0.3050,0.4691,0.5350,0.4591
fr,0.4150,0.2832,0.0955,0.6101,0.2929,0.1816
