tool\user,en,de,hi,zh,es,fr
en,0.9667,0.9700,0.8688,0.9533,0.8867,0.9300
de,0.9866,0.9767,0.9967,0.9933,0.9600,0.9733
hi,1.0000,1.0000,1.0000,1.0000,0.9967,1.0000
zh,1.0000,1.0000,1.0000,0.9900,1.0000,1.0000
es,0.9967,0.9967,0.9866,0.9900,0.8932,0.9967
fr,0.9967,1.0000,0.9967,1.0000,0.9767,0.9433
