tool\user,en,de,hi,zh,es,fr
en,0.3798,0.0000,0.0000,0.0000,0.0000,0.0000
de,0.0000,0.3333,0.0000,0.0000,0.0000,0.0000
hi,0.0000,0.0000,0.3306,0.0000,0.0000,0.0000
zh,0.0000,0.0000,0.0000,0.5246,0.0000,0.0000
es,0.0000,0.0000,0.0000,0.0000,0.3607,0.0000
fr,0.0000,0.0000,0.0000,0.0000,0.0000,0.3498
