tool\sys,en,de,hi,zh,es,fr
en,0.4013,0.3105,0.4447,0.2872,0.3095,0.2535
de,0.6099,0.2735,0.8329,0.6233,0.2968,0.4235
hi,0.5975,0.5044,0.4523,0.4395,0.3635,0.3396
zh,0.7487,0.4764,0.7849,0.2566,0.5119,0.4179
es,0.7534,0.5821,0.7318,0.5836,0.3376,0.3744
fr,0.6179,0.4318,0.7640,0.4753,0.3606,0.3754
