tool\sys,en,de,hi,zh,es,fr
en,0.5276,0.4750,0.3805,0.4890,0.4342,0.4454
de,0.4555,0.5034,0.3932,0.4726,0.4010,0.3785
hi,0.4471,0.4076,0.3624,0.4023,0.4028,0.3855
zh,0.4424,0.4143,0.4322,0.4315,0.4266,0.4249
es,0.4643,0.4873,0.3978,0.4632,0.4767,0.4418
fr,0.5071,0.4636,0.4418,0.4791,0.4620,0.4972
