tool\user,en,de,hi,zh,es,fr
en,0.9890,0.0000,0.0000,0.0000,0.0000,0.0000
de,0.0000,0.9727,0.0000,0.0000,0.0000,0.0000
hi,0.0000,0.0000,0.8552,0.0000,0.0000,0.0000
zh,0.0000,0.0000,0.0000,0.7022,0.0000,0.0000
es,0.0000,0.0000,0.0000,0.0000,0.9918,0.0000
fr,0.0000,0.0000,0.0000,0.0000,0.0000,0.9672
